,region,numberpets,householdsize,homeowner,jobcategory,carbrand,log_car_val,log_hh_income,log_tot_debt,log_tot_value
3938,southeast,2,2,1,Sales,Domestic,9.686574551,10.59663473,11.72803684,6.28460047
3939,southwest,0,1,0,Labor,Domestic,10.50780352,11.27720313,13.35664467,7.89416891
3940,southeast,1,1,1,Professional,Domestic,9.433483923,9.903487553,12.90420737,7.21244195
3941,northeast,0,2,1,Crafts,Foreign,11.37595961,11.85651517,14.61652511,6.222179364
3943,northeast,0,1,1,Labor,Domestic,10.45737267,11.06663836,13.17077252,4.883937641
3944,northeast,3,2,1,Labor,Foreign,11.28225365,11.60823564,14.24729297,7.381906545
3945,midwest,3,2,1,Service,Foreign,10.57131693,11.33857208,13.60033518,8.392695161
3946,midwest,1,2,1,Professional,Domestic,10.63825641,11.06663836,12.75303732,7.079858136
3947,northeast,2,1,1,Sales,Domestic,9.581903928,10.1266311,13.25339164,4.128745989
3948,midwest,0,3,1,Sales,Foreign,10.5815211,11.01862914,13.46097618,6.661151168
3949,southwest,2,2,1,Sales,Domestic,9.937888979,10.34174248,11.82334702,3.998200702
3950,midwest,1,1,0,Sales,Foreign,10.31890299,11.01862914,12.92073667,5.320567975
3951,southeast,0,1,0,Service,Domestic,9.367344121,9.740968623,10.87237073,3.402862661
3952,midwest,0,1,1,Sales,Domestic,11.28602486,12.4292162,14.72175095,7.592542613
3953,northeast,0,2,0,Professional,Foreign,10.51325312,10.91508846,13.43278494,6.995033287
3954,west,2,2,1,Sales,Domestic,10.35774282,11.17043516,13.51224096,8.618277577
3955,west,0,1,0,Sales,Foreign,10.41930072,11.2515607,13.7280991,4.927615938
3957,southeast,1,2,1,Sales,Domestic,9.775654181,10.40426284,13.33811971,6.344583175
3958,midwest,3,1,1,Professional,Domestic,9.546812609,10.34174248,10.11859893,3.198673118
3959,west,2,2,0,Labor,Foreign,8.556413905,9.104979856,11.66992921,7.351029848
3960,southwest,0,1,0,Professional,Foreign,9.148464968,9.740968623,12.18331566,4.80073697
3961,southeast,3,2,0,Professional,Foreign,9.841612149,10.62132735,12.18994326,8.263487335
3962,southwest,2,2,0,Professional,Foreign,9.011889433,9.61580548,10.35774282,8.122964715
3963,northeast,3,1,0,Sales,Foreign,9.495519314,10.23995979,12.33182385,7.089118043
3964,southwest,0,1,0,Labor,Foreign,9.259130536,9.680344001,12.08728911,5.008967237
3965,southwest,3,1,1,Service,Foreign,10.61643736,11.47210347,13.32840146,7.554151465
3966,southeast,3,1,1,Professional,Foreign,9.568014816,10.37349118,12.57071576,7.608324845
3967,southeast,4,2,0,Labor,Domestic,9.159047078,9.61580548,10.89673933,7.748114839
3968,northeast,0,1,0,Labor,Domestic,9.642122788,10.30895266,13.76210978,7.187997242
3969,west,2,3,0,Sales,Foreign,9.179881164,9.998797732,12.88359845,8.567810257
3970,southeast,0,1,0,Service,Domestic,9.655026193,10.30895266,12.73375539,4.685828089
3971,southwest,1,2,0,Crafts,Domestic,9.903487553,10.4341158,12.89370465,7.330929321
3972,southeast,0,2,1,Labor,Foreign,9.323669057,10.1266311,12.6682331,4.910446567
3973,southwest,0,1,0,Professional,Foreign,9.825526011,10.59663473,12.16525065,5.264760583
3974,midwest,2,2,1,Sales,Foreign,9.942708266,10.71441777,12.07539432,7.193986299
3975,northeast,1,2,0,Crafts,Domestic,10.29890232,10.98529272,13.07715678,7.77271061
3976,northeast,0,1,1,Sales,Domestic,9.888373915,10.40426284,13.10562405,3.828641396
3978,west,2,5,1,Sales,Foreign,9.913437883,11.17043516,12.451369,7.137437407
3979,northeast,0,1,1,Professional,Foreign,10.32219789,10.79957558,13.5721643,6.658203582
3980,northeast,2,3,1,Sales,Foreign,10.65960953,11.73606902,13.88783122,7.0833459
3981,southwest,0,2,1,Service,Foreign,10.00784757,10.66895539,13.31513019,4.039536326
3982,midwest,1,2,0,Professional,Domestic,8.665613197,9.305650552,11.46897358,6.822033979
3984,west,0,2,0,Sales,Domestic,9.441452093,10.08580911,10.87426647,7.706702878
3985,southeast,2,1,0,Sales,Foreign,9.878169745,10.34174248,11.40645322,6.050912006
3986,west,2,1,1,Professional,Domestic,10.69421506,11.46163217,13.54107371,7.423926589
3987,west,5,1,0,Crafts,Foreign,9.239899174,10.1266311,12.71439514,7.599125882
3988,northeast,2,2,1,Labor,Foreign,10.41930072,11.28978191,10.37349118,7.922079751
3990,west,1,2,1,Labor,Domestic,10.52137225,11.36210258,13.17039135,7.228461018
3991,west,3,1,0,Sales,Domestic,9.035986985,9.740968623,12.53213373,3.961765097
3992,midwest,3,1,1,Service,Foreign,8.556413905,9.392661929,11.96527416,6.229299647
3993,west,2,1,1,Labor,Foreign,9.259130536,9.903487553,11.06663836,5.739471317
3995,southwest,0,1,1,Sales,Domestic,9.752664663,10.27505111,12.69985383,7.31897049
3997,west,1,1,1,Professional,Domestic,10.19615717,10.62132735,11.9823039,6.637389084
3998,west,0,1,1,Labor,Foreign,10.2646524,10.6454249,12.76168041,8.758915091
3999,southeast,4,1,1,Professional,Foreign,9.37585481,9.952277717,13.15908096,6.399426535
4000,west,0,1,1,Sales,Domestic,9.764225485,10.30895266,10.57131693,7.138628876
4001,southwest,2,1,1,Professional,Domestic,10.43117029,10.93310697,12.92098132,6.525689264
4002,southwest,0,1,0,Professional,Foreign,9.37585481,9.952277717,11.11542853,3.714790836
4003,midwest,1,1,0,Professional,Foreign,10.11455852,10.51867319,12.54682144,4.408546844
4005,northeast,1,3,1,Professional,Foreign,9.510444964,10.34174248,10.74720759,3.584906864
4006,northeast,4,2,1,Crafts,Foreign,10.46024211,11.51292546,13.03898177,8.700680735
4007,southwest,0,1,0,Professional,Foreign,9.729134165,11.1124479,12.49874226,6.087342747
4008,southwest,0,5,1,Agriculture,Foreign,9.011889433,9.852194258,11.90631799,5.942668133
4009,southwest,0,5,1,Professional,Domestic,10.2646524,10.96819829,13.84176293,4.95053137
4011,midwest,2,1,0,Sales,Domestic,8.699514748,9.305650552,11.20775808,5.743644008
4013,midwest,1,1,0,Crafts,Foreign,8.999619341,9.903487553,13.23211424,5.988209254
4014,midwest,0,5,1,Service,Domestic,11.25674206,11.87059991,14.73849881,9.030932566
4015,west,4,2,0,Sales,Foreign,9.798127037,10.83958091,12.36563722,5.926125706
4017,midwest,1,2,1,Service,Foreign,9.047821442,9.61580548,12.56549382,7.731206776
4018,northeast,0,4,1,Sales,Domestic,9.629050707,10.30895266,12.81855192,4.700934808
4019,northeast,0,1,1,Sales,Domestic,8.594154233,9.305650552,11.62803827,7.120848494
4020,northeast,2,2,1,Professional,Domestic,10.23995979,10.77895629,13.91878891,4.320151231
4022,midwest,0,1,1,Sales,Foreign,10.07323033,10.77895629,12.26056083,5.895916839
4025,southeast,1,2,0,Sales,Foreign,8.748304912,9.210340372,11.51292546,7.203926219
4026,southwest,2,2,0,Sales,Domestic,8.101677747,9.305650552,10.99204951,8.169251431
4027,southeast,0,1,0,Professional,Domestic,9.560997244,10.20359214,12.98241142,4.037774211
4028,west,2,6,1,Sales,Domestic,9.686574551,10.08580911,12.68106382,2.568788134
4029,northeast,0,4,1,Professional,Foreign,9.60238246,10.69194491,12.46689726,7.299628434
4030,northeast,0,1,1,Agriculture,Domestic,10.19241884,10.6454249,12.1714812,8.620742067
4032,southeast,0,1,0,Professional,Domestic,9.698920387,10.4341158,11.07596969,3.675034047
4033,west,3,4,1,Crafts,Domestic,10.54796956,11.23848862,14.35643853,8.575197914
4034,west,0,5,1,Sales,Foreign,9.126958763,10.40426284,12.09066179,6.389653246
4035,west,4,1,0,Labor,Domestic,8.476371197,9.210340372,11.75978554,7.700249933
4036,midwest,2,2,0,Sales,Domestic,9.873028345,10.46310334,12.73522923,8.916063267
4037,southeast,0,2,1,Crafts,Domestic,9.998797732,10.46310334,13.45883561,7.812216315
4038,midwest,0,1,1,Labor,Foreign,11.3009691,12.27839331,15.12909981,7.721525902
4039,west,2,2,1,Labor,Domestic,8.455317788,9.104979856,11.72964845,7.902746279
4040,west,0,4,1,Service,Foreign,10.19241884,10.98529272,14.28482645,6.463185451
4041,west,2,4,1,Crafts,Foreign,9.798127037,10.62132735,12.88309044,6.892235467
4042,west,2,1,0,Sales,Foreign,8.895629627,9.798127037,10.49127422,4.570578741
4043,west,0,1,1,Professional,Domestic,10.97164063,11.65268741,14.01354141,8.844357962
4044,west,1,4,1,Professional,Foreign,11.35392973,12.28765263,13.35236337,8.105443376
4045,southwest,2,3,0,Sales,Foreign,9.553930076,10.51867319,12.95228655,7.952122553
4046,southeast,0,6,1,Agriculture,Domestic,9.903487553,10.37349118,12.11395736,6.957544943
4048,southeast,0,1,1,Professional,Foreign,10.32219789,11.1844214,13.45654728,4.776177983
4049,southeast,3,2,1,Service,Foreign,10.54006438,11.28978191,13.68767719,6.774795152
4050,midwest,1,2,0,Sales,Domestic,10.0604913,10.71441777,13.19095617,7.229838778
4051,northeast,0,1,0,Professional,Domestic,8.665613197,9.104979856,11.89614496,5.222515653
4052,southeast,0,1,1,Service,Foreign,9.998797732,10.57131693,12.20055746,7.626350884
4053,midwest,0,1,1,Labor,Foreign,9.740968623,10.59663473,12.16525065,6.715201552
4054,southwest,0,1,0,Labor,Foreign,9.26860928,9.903487553,10.81977828,5.744284418
4055,midwest,2,5,0,Professional,Foreign,9.296518068,10.20359214,13.34342476,2.965273066
4056,southwest,0,1,0,Professional,Domestic,9.358760377,10.6454249,12.74955905,5.157329673
4057,west,4,2,1,Professional,Domestic,10.11859893,11.03488966,13.38626492,8.009861457
4058,northeast,1,1,1,Professional,Foreign,10.47163824,11.38509209,13.7268979,9.057579559
4059,southwest,1,1,1,Professional,Foreign,9.775654181,10.66895539,13.31513019,5.962550537
4061,southwest,3,2,1,Sales,Foreign,10.20728901,10.75790288,12.3265188,3.725693427
4062,midwest,0,1,0,Sales,Foreign,9.729134165,11.15625052,13.01254851,4.220977213
4063,southeast,0,1,1,Labor,Foreign,11.14475614,11.79810441,13.20909138,6.507352336
4064,midwest,0,1,0,Sales,Foreign,9.305650552,9.952277717,12.20356952,6.51010952
4065,southeast,2,1,1,Professional,Foreign,10.8036489,11.32659589,14.08660583,7.614756054
4066,southwest,0,3,1,Professional,Domestic,10.73639668,11.57119437,14.10489119,7.619257962
4067,midwest,0,4,1,Sales,Domestic,9.259130536,9.740968623,11.42736758,8.150280304
4068,southwest,0,1,0,Service,Domestic,9.384293679,10.20359214,12.25771588,8.170369564
4069,west,0,1,0,Sales,Foreign,10.00784757,10.46310334,13.82694494,3.842672927
4070,west,0,4,1,Sales,Domestic,10.70324447,11.31447453,13.13902382,7.171272724
4071,west,0,2,1,Sales,Domestic,9.975808214,11.14186178,13.31661351,6.777133934
4072,west,0,2,1,Professional,Domestic,10.25765937,10.91508846,12.73963776,6.847846026
4073,midwest,0,2,0,Professional,Domestic,9.071078305,9.680344001,12.3265188,7.234213254
4075,southwest,6,1,1,Professional,Domestic,9.46498259,9.998797732,12.37834387,8.330007825
4076,southwest,0,1,1,Crafts,Foreign,10.93310697,11.56171563,13.82347873,7.068682943
4078,southwest,0,1,1,Professional,Domestic,10.11050172,10.93310697,12.31940133,7.964642388
4079,southwest,0,1,1,Labor,Foreign,8.974618038,9.798127037,11.40756495,9.263459249
4080,northeast,0,1,1,Crafts,Domestic,9.622450023,10.1266311,11.25803322,8.987834118
4082,midwest,5,1,0,Sales,Domestic,8.748304912,9.680344001,12.27559871,2.941803932
4083,northeast,4,1,1,Service,Foreign,11.37020916,12.22096126,14.01272073,8.398229459
4084,northeast,2,1,1,Professional,Domestic,10.21097225,10.62132735,11.61457912,4.654436427
4085,northeast,0,2,1,Service,Foreign,10.50780352,11.40756495,10.71441777,8.065045197
4086,northeast,2,1,1,Service,Domestic,10.16585182,11.14186178,13.83648896,7.124961238
4087,west,0,4,1,Sales,Foreign,9.686574551,10.30895266,12.49500394,7.270138897
4088,northeast,1,2,1,Service,Domestic,9.792555992,10.4341158,12.56234751,6.130030122
4089,west,1,4,1,Sales,Foreign,9.648595303,10.62132735,12.55284876,5.138148614
4091,southwest,3,1,0,Sales,Domestic,9.116029693,9.952277717,12.27466544,2.923161581
4092,southeast,1,1,1,Professional,Foreign,11.02841715,11.35040654,13.36530956,6.355065451
4093,southwest,0,2,0,Crafts,Domestic,9.841612149,10.30895266,13.29967239,8.388939277
4094,midwest,0,1,0,Service,Foreign,9.966462352,10.79957558,12.05233855,6.304174542
4095,northeast,2,1,0,Crafts,Foreign,8.948975608,9.392661929,11.1331281,5.577463108
4096,midwest,1,1,1,Labor,Foreign,11.44998567,11.99535161,13.02497103,7.987898051
4097,southeast,0,1,1,Sales,Foreign,9.952277717,10.54534144,12.67357314,4.586496921
4098,midwest,1,1,1,Crafts,Domestic,9.857443614,10.40426284,12.94586483,6.218002331
4100,southwest,2,2,1,Professional,Foreign,10.55581274,11.09741002,11.97287876,6.023447593
4101,midwest,0,1,0,Sales,Domestic,8.961879013,9.740968623,11.30958454,4.04041622
4102,northeast,0,1,1,Sales,Foreign,8.594154233,9.472704636,11.55214618,5.602118821
4103,southwest,2,1,1,Sales,Domestic,10.79753268,11.62625415,12.72486644,5.026836673
4104,southwest,0,7,1,Professional,Foreign,8.839276691,9.740968623,10.57387775,2.993229143
4105,southeast,3,2,1,Sales,Domestic,9.717157974,10.04324949,11.80110741,6.539007754
4107,southeast,1,1,0,Professional,Domestic,10.65960953,11.26446411,10.0604913,6.946687489
4108,west,1,4,1,Sales,Domestic,9.595602773,10.20359214,13.56048927,5.639599446
4109,southeast,5,1,1,Sales,Foreign,9.752664663,10.37349118,11.85509572,7.179574702
4110,southwest,1,4,0,Sales,Domestic,9.862665558,10.87804719,13.40377584,5.601195886
4111,southeast,3,4,1,Professional,Foreign,8.987196821,10.40426284,13.11895758,7.4186609
4112,midwest,0,1,1,Professional,Domestic,11.38053628,12.10625231,14.16037604,8.983182524
4113,midwest,1,3,1,Professional,Domestic,10.08580911,11.00209984,11.47210347,8.447135467
4114,southwest,1,4,1,Service,Foreign,10.59913161,11.1844214,14.50223717,5.07704706
4115,midwest,3,3,0,Crafts,Foreign,10.92952915,11.12726298,11.65789124,4.562262685
4116,west,0,1,0,Sales,Domestic,9.200290036,9.903487553,11.33857208,8.376827067
4117,west,0,1,0,Sales,Domestic,9.674074388,10.57131693,13.41622631,5.534574557
4118,southwest,2,1,0,Crafts,Domestic,8.974618038,9.305650552,10.89488576,4.264087337
4119,southwest,0,1,0,Professional,Domestic,10.30561376,11.15625052,13.30801272,6.81881477
4120,southeast,0,3,1,Sales,Foreign,10.37972173,10.96819829,13.65604578,7.750270291
4121,northeast,0,1,0,Crafts,Foreign,9.367344121,9.952277717,12.26481314,5.567962752
4122,southeast,5,5,1,Professional,Foreign,10.3609124,11.30220443,12.29545621,8.132530211
4123,west,1,1,0,Sales,Foreign,9.918376165,10.20359214,12.6372055,6.926724226
4124,midwest,2,2,1,Professional,Domestic,9.71111566,10.37349118,11.73446773,7.104185177
4125,west,0,4,1,Service,Foreign,10.63825641,11.15625052,12.14950229,6.150602768
4126,southwest,1,4,0,Professional,Domestic,10.45737267,11.26446411,14.10354257,8.359954415
4127,southeast,3,5,0,Professional,Domestic,10.41030515,10.98529272,13.47849818,7.450195842
4128,west,0,2,1,Service,Foreign,9.893437217,10.37349118,13.40362488,7.53764312
4129,west,0,1,1,Labor,Domestic,9.674074388,10.51867319,13.29126191,5.147785132
4130,west,0,1,1,Sales,Foreign,9.581903928,10.20359214,12.93144497,5.60653709
4132,midwest,0,1,0,Sales,Foreign,8.853665428,9.680344001,11.64043879,3.587676949
4133,midwest,0,6,1,Crafts,Domestic,10.42821608,11.35040654,10.83958091,7.61906158
4134,southwest,0,3,1,Professional,Foreign,9.775654181,10.62132735,13.00087348,7.375349759
4135,midwest,1,6,1,Labor,Foreign,9.239899174,9.903487553,11.38509209,5.677951715
4136,midwest,0,4,1,Sales,Foreign,10.13855967,11.40756495,12.28303369,8.13437959
4137,southeast,5,1,1,Service,Domestic,10.18490001,10.87804719,13.4352745,8.296658733
4138,southwest,1,2,0,Professional,Foreign,10.65254237,11.30220443,13.58458682,4.668614359
4140,southeast,4,3,1,Agriculture,Foreign,10.55320518,11.23848862,13.67210197,7.529540713
4141,southwest,3,3,1,Professional,Foreign,9.588776808,9.998797732,12.5482429,6.654539043
4142,southeast,0,2,1,Service,Foreign,9.820105944,10.51867319,12.72694761,7.609961304
4143,southwest,3,4,1,Service,Domestic,9.852194258,10.37349118,12.79829391,3.819907717
4144,southeast,1,1,0,Agriculture,Domestic,10.27505111,11.01862914,13.05984947,8.496388262
4145,southeast,5,1,1,Professional,Domestic,11.04452056,11.68687877,14.85656435,6.446275221
4147,southwest,0,4,0,Sales,Domestic,9.867860375,10.75790288,13.46595308,6.256037908
4148,west,2,4,1,Service,Domestic,10.6873891,11.30220443,13.20431196,7.06676556
4149,northeast,1,1,0,Professional,Domestic,9.75846178,10.46310334,12.23805569,6.442062345
4150,southeast,0,1,0,Professional,Foreign,10.19241884,10.6454249,12.63329925,5.841803773
4152,midwest,1,4,1,Sales,Domestic,9.296518068,10.08580911,12.3883942,7.34002459
4153,southwest,0,1,1,Labor,Domestic,10.86092023,11.38509209,14.33478043,7.195449851
4154,midwest,2,1,0,Service,Domestic,10.35774282,11.06663836,13.08154138,5.375278408
4156,west,3,5,1,Professional,Domestic,9.517825072,10.23995979,11.72156433,6.381392916
4157,southwest,0,2,0,Crafts,Foreign,8.699514748,9.61580548,11.69524702,5.247550249
4158,northeast,0,2,1,Professional,Foreign,9.609116492,10.57131693,12.4431191,5.533982198
4159,northeast,0,4,1,Professional,Domestic,10.5789798,11.23848862,14.083398,5.511612582
4160,northeast,1,2,1,Professional,Foreign,9.862665558,10.95080655,14.04638416,2.186051277
4161,southwest,4,1,0,Professional,Domestic,9.011889433,9.740968623,12.40122816,7.879007569
4162,southwest,0,1,1,Professional,Domestic,10.17732422,11.08214255,13.5835785,7.458849144
4163,southwest,4,7,1,Sales,Domestic,10.0475879,10.75790288,11.7875223,7.189582747
4164,southeast,0,5,1,Service,Domestic,10.1064284,10.66895539,13.09375812,8.183453219
4165,midwest,2,2,0,Labor,Foreign,8.909235279,9.305650552,11.2515607,7.382342139
4166,midwest,0,2,0,Sales,Foreign,9.862665558,10.73639668,13.0489321,7.480682081
4167,midwest,1,3,1,Professional,Domestic,10.27849345,10.71441777,12.12540474,6.445322915
4168,southwest,0,1,1,Sales,Foreign,9.159047078,10.34174248,11.75272946,5.740114404
4169,southwest,0,1,1,Labor,Domestic,9.581903928,10.16585182,12.15372617,7.129738157
4170,southwest,0,1,0,Professional,Domestic,9.024010794,9.903487553,12.20607265,3.900962058
4171,southeast,1,1,1,Sales,Domestic,9.169518377,9.740968623,12.01309451,4.038655656
4172,southeast,0,3,1,Labor,Foreign,9.126958763,9.61580548,11.30220443,2.766319109
4173,southwest,2,1,0,Sales,Domestic,9.305650552,10.69194491,12.10293189,6.683298366
4174,midwest,0,2,0,Professional,Foreign,10.08580911,10.73639668,12.92244795,6.805611805
4175,west,0,3,1,Professional,Foreign,9.947504438,10.69194491,12.63785506,6.502265171
4176,west,3,1,0,Professional,Foreign,10.08163374,10.81977828,12.20607265,4.417635062
4177,southwest,3,1,0,Professional,Foreign,9.642122788,10.75790288,12.01066585,8.27431876
4178,southeast,1,4,0,Professional,Foreign,10.39513036,11.17043516,13.18533818,7.825544887
4179,northeast,4,4,0,Labor,Foreign,10.98189713,11.6351431,14.77063731,7.806920198
4180,midwest,0,6,1,Sales,Domestic,9.45720045,10.08580911,13.10134401,4.532599493
4181,northeast,0,1,1,Service,Domestic,10.46595641,11.08214255,13.92705193,5.370405443
4182,southeast,0,1,0,Professional,Foreign,9.487972109,10.34174248,12.80133133,4.933394214
4183,west,0,1,1,Professional,Foreign,10.49957302,11.58988651,13.59136651,7.603124988
4184,southeast,0,5,1,Professional,Domestic,9.384293679,10.23995979,10.57643203,8.686201519
4185,midwest,1,6,1,Agriculture,Domestic,9.200290036,9.680344001,11.09133097,7.736852799
4186,southwest,0,2,0,Crafts,Domestic,10.24352486,11.47210347,14.01370546,7.865264727
4187,northeast,3,1,1,Sales,Foreign,9.210340372,9.952277717,12.91755078,4.663910681
4188,southwest,1,7,1,Sales,Foreign,9.560997244,10.27505111,11.55598495,5.868307723
4189,west,0,3,1,Sales,Foreign,9.898475011,10.40426284,11.71259566,5.101694025
